Mother,Daughter,Nvertex,Intermediate,Signatures,Chain,Signatures (Easy-Read),All Possible Signature,Minimal Set,Minimal Set (number of elements),Minimal Set (same flavour)
H^+,q,2,W^+,vj,H^+ -- (v) -- W^+ -- (j) -- q, 1j_l + 1v,{'vj'},['vj'],[1],['vj']
H^+,q,2,W^0,vj,H^+ -- (v) -- W^0 -- (j) -- q, 1j_l + 1v,{'vj'},['vj'],[1],['vj']
H^+,d,2,B,vj,H^+ -- (v) -- B -- (j) -- d, 1j_l + 1v,{'vj'},['vj'],[1],['vj']
H^+,u,2,B,vj,H^+ -- (v) -- B -- (j) -- u, 1j_l + 1v,{'vj'},['vj'],[1],['vj']
H^+,l,2,B,vl,H^+ -- (v) -- B -- (l) -- l, 1l + 1v,"{'vl', 'vE'}","['vE', 'vl']","[1, 1]","['vE', 'vl']"
H^+,l,2,W^+,vE,H^+ -- (v) -- W^+ -- (E) -- l, 1v + MET,"{'vl', 'vE'}","['vE', 'vl']","[1, 1]","['vE', 'vl']"
H^+,l,2,W^0,vl,H^+ -- (v) -- W^0 -- (l) -- l, 1l + 1v,"{'vl', 'vE'}","['vE', 'vl']","[1, 1]","['vE', 'vl']"
H^+,nu,2,B,vE,H^+ -- (v) -- B -- (E) -- nu, 1v + MET,"{'vl', 'vE'}","['vE', 'vl']","[1, 1]","['vE', 'vl']"
H^+,nu,2,W^+,vl,H^+ -- (v) -- W^+ -- (l) -- nu, 1l + 1v,"{'vl', 'vE'}","['vE', 'vl']","[1, 1]","['vE', 'vl']"
H^+,nu,2,W^0,vE,H^+ -- (v) -- W^0 -- (E) -- nu, 1v + MET,"{'vl', 'vE'}","['vE', 'vl']","[1, 1]","['vE', 'vl']"
H^+,e,2,B,vl,H^+ -- (v) -- B -- (l) -- e, 1l + 1v,{'vl'},['vl'],[1],['vl']
H^+,b_L,1,-,t,H^+ -- (t) -- b_L, 1t,{'t'},['t'],[1],['t']
H^+,t_L,1,-,b,H^+ -- (b) -- t_L, 1b,{'b'},['b'],[1],['b']
H^+,t,1,-,b,H^+ -- (b) -- t, 1b,{'b'},['b'],[1],['b']
H^+,b,1,-,t,H^+ -- (t) -- b, 1t,{'t'},['t'],[1],['t']
H^+,tau_L,2,B,vT,H^+ -- (v) -- B -- (T) -- tau_L, 1tau + 1v,"{'vT', 'vE'}","['vE', 'vT']","[1, 1]","['vE', 'vT']"
H^+,tau_L,2,W^+,vE,H^+ -- (v) -- W^+ -- (E) -- tau_L, 1v + MET,"{'vT', 'vE'}","['vE', 'vT']","[1, 1]","['vE', 'vT']"
H^+,tau_L,2,W^0,vT,H^+ -- (v) -- W^0 -- (T) -- tau_L, 1tau + 1v,"{'vT', 'vE'}","['vE', 'vT']","[1, 1]","['vE', 'vT']"
H^+,nu_tau,2,B,vE,H^+ -- (v) -- B -- (E) -- nu_tau, 1v + MET,"{'vT', 'vE'}","['vE', 'vT']","[1, 1]","['vE', 'vT']"
H^+,nu_tau,2,W^+,vT,H^+ -- (v) -- W^+ -- (T) -- nu_tau, 1tau + 1v,"{'vT', 'vE'}","['vE', 'vT']","[1, 1]","['vE', 'vT']"
H^+,nu_tau,2,W^0,vE,H^+ -- (v) -- W^0 -- (E) -- nu_tau, 1v + MET,"{'vT', 'vE'}","['vE', 'vT']","[1, 1]","['vE', 'vT']"
H^+,tau,2,B,vT,H^+ -- (v) -- B -- (T) -- tau, 1tau + 1v,{'vT'},['vT'],[1],['vT']
H^0,B,1,-,v,H^0 -- (v) -- B, 1v,{'v'},['v'],[1],['v']
H^0,W^+,1,-,v,H^0 -- (v) -- W^+, 1v,{'v'},['v'],[1],['v']
H^0,W^0,1,-,v,H^0 -- (v) -- W^0, 1v,{'v'},['v'],[1],['v']
H^0,G,2,b_L,bb,H^0 -- (b) -- b_L -- (b) -- G, 2b,"{'bb', 'tt'}","['bb', 'tt']","[1, 1]","['bb', 'tt']"
H^0,G,2,t_L,tt,H^0 -- (t) -- t_L -- (t) -- G, 2t,"{'bb', 'tt'}","['bb', 'tt']","[1, 1]","['bb', 'tt']"
H^0,G,2,t,tt,H^0 -- (t) -- t -- (t) -- G, 2t,"{'bb', 'tt'}","['bb', 'tt']","[1, 1]","['bb', 'tt']"
H^0,G,2,b,bb,H^0 -- (b) -- b -- (b) -- G, 2b,"{'bb', 'tt'}","['bb', 'tt']","[1, 1]","['bb', 'tt']"
H^0,H^+,2,B,vv,H^0 -- (v) -- B -- (v) -- H^+, 2v,"{'tb', 'vv'}","['vv', 'tb']","[1, 1]","['vv', 'tb']"
H^0,H^+,2,W^+,vv,H^0 -- (v) -- W^+ -- (v) -- H^+, 2v,"{'tb', 'vv'}","['vv', 'tb']","[1, 1]","['vv', 'tb']"
H^0,H^+,2,W^0,vv,H^0 -- (v) -- W^0 -- (v) -- H^+, 2v,"{'tb', 'vv'}","['vv', 'tb']","[1, 1]","['vv', 'tb']"
H^0,H^+,2,b_L,tb,H^0 -- (b) -- b_L -- (t) -- H^+, 1t + 1b,"{'tb', 'vv'}","['vv', 'tb']","[1, 1]","['vv', 'tb']"
H^0,H^+,2,t_L,tb,H^0 -- (t) -- t_L -- (b) -- H^+, 1t + 1b,"{'tb', 'vv'}","['vv', 'tb']","[1, 1]","['vv', 'tb']"
H^0,H^+,2,t,tb,H^0 -- (t) -- t -- (b) -- H^+, 1t + 1b,"{'tb', 'vv'}","['vv', 'tb']","[1, 1]","['vv', 'tb']"
H^0,H^+,2,b,tb,H^0 -- (b) -- b -- (t) -- H^+, 1t + 1b,"{'tb', 'vv'}","['vv', 'tb']","[1, 1]","['vv', 'tb']"
H^0,q,2,B,vj,H^0 -- (v) -- B -- (j) -- q, 1j_l + 1v,{'vj'},['vj'],[1],['vj']
H^0,q,2,W^+,vj,H^0 -- (v) -- W^+ -- (j) -- q, 1j_l + 1v,{'vj'},['vj'],[1],['vj']
H^0,q,2,W^0,vj,H^0 -- (v) -- W^0 -- (j) -- q, 1j_l + 1v,{'vj'},['vj'],[1],['vj']
H^0,d,2,B,vj,H^0 -- (v) -- B -- (j) -- d, 1j_l + 1v,{'vj'},['vj'],[1],['vj']
H^0,u,2,B,vj,H^0 -- (v) -- B -- (j) -- u, 1j_l + 1v,{'vj'},['vj'],[1],['vj']
H^0,l,2,B,vl,H^0 -- (v) -- B -- (l) -- l, 1l + 1v,"{'vl', 'vE'}","['vE', 'vl']","[1, 1]","['vE', 'vl']"
H^0,l,2,W^+,vE,H^0 -- (v) -- W^+ -- (E) -- l, 1v + MET,"{'vl', 'vE'}","['vE', 'vl']","[1, 1]","['vE', 'vl']"
H^0,l,2,W^0,vl,H^0 -- (v) -- W^0 -- (l) -- l, 1l + 1v,"{'vl', 'vE'}","['vE', 'vl']","[1, 1]","['vE', 'vl']"
H^0,nu,2,B,vE,H^0 -- (v) -- B -- (E) -- nu, 1v + MET,"{'vl', 'vE'}","['vE', 'vl']","[1, 1]","['vE', 'vl']"
H^0,nu,2,W^+,vl,H^0 -- (v) -- W^+ -- (l) -- nu, 1l + 1v,"{'vl', 'vE'}","['vE', 'vl']","[1, 1]","['vE', 'vl']"
H^0,nu,2,W^0,vE,H^0 -- (v) -- W^0 -- (E) -- nu, 1v + MET,"{'vl', 'vE'}","['vE', 'vl']","[1, 1]","['vE', 'vl']"
H^0,e,2,B,vl,H^0 -- (v) -- B -- (l) -- e, 1l + 1v,{'vl'},['vl'],[1],['vl']
H^0,b_L,1,-,b,H^0 -- (b) -- b_L, 1b,{'b'},['b'],[1],['b']
H^0,t_L,1,-,t,H^0 -- (t) -- t_L, 1t,{'t'},['t'],[1],['t']
H^0,t,1,-,t,H^0 -- (t) -- t, 1t,{'t'},['t'],[1],['t']
H^0,b,1,-,b,H^0 -- (b) -- b, 1b,{'b'},['b'],[1],['b']
H^0,tau_L,2,B,vT,H^0 -- (v) -- B -- (T) -- tau_L, 1tau + 1v,"{'vT', 'vE'}","['vE', 'vT']","[1, 1]","['vE', 'vT']"
H^0,tau_L,2,W^+,vE,H^0 -- (v) -- W^+ -- (E) -- tau_L, 1v + MET,"{'vT', 'vE'}","['vE', 'vT']","[1, 1]","['vE', 'vT']"
H^0,tau_L,2,W^0,vT,H^0 -- (v) -- W^0 -- (T) -- tau_L, 1tau + 1v,"{'vT', 'vE'}","['vE', 'vT']","[1, 1]","['vE', 'vT']"
H^0,nu_tau,2,B,vE,H^0 -- (v) -- B -- (E) -- nu_tau, 1v + MET,"{'vT', 'vE'}","['vE', 'vT']","[1, 1]","['vE', 'vT']"
H^0,nu_tau,2,W^+,vT,H^0 -- (v) -- W^+ -- (T) -- nu_tau, 1tau + 1v,"{'vT', 'vE'}","['vE', 'vT']","[1, 1]","['vE', 'vT']"
H^0,nu_tau,2,W^0,vE,H^0 -- (v) -- W^0 -- (E) -- nu_tau, 1v + MET,"{'vT', 'vE'}","['vE', 'vT']","[1, 1]","['vE', 'vT']"
H^0,tau,2,B,vT,H^0 -- (v) -- B -- (T) -- tau, 1tau + 1v,{'vT'},['vT'],[1],['vT']
q,B,1,-,j,q -- (j) -- B, 1j_l,{'j'},['j'],[1],['j']
q,W^+,1,-,j,q -- (j) -- W^+, 1j_l,{'j'},['j'],[1],['j']
q,W^0,1,-,j,q -- (j) -- W^0, 1j_l,{'j'},['j'],[1],['j']
q,G,1,-,j,q -- (j) -- G, 1j_l,{'j'},['j'],[1],['j']
q,H^+,2,B,vj,q -- (j) -- B -- (v) -- H^+, 1j_l + 1v,{'vj'},['vj'],[1],['vj']
q,H^+,2,W^+,vj,q -- (j) -- W^+ -- (v) -- H^+, 1j_l + 1v,{'vj'},['vj'],[1],['vj']
q,H^+,2,W^0,vj,q -- (j) -- W^0 -- (v) -- H^+, 1j_l + 1v,{'vj'},['vj'],[1],['vj']
q,H^0,2,B,vj,q -- (j) -- B -- (v) -- H^0, 1j_l + 1v,{'vj'},['vj'],[1],['vj']
q,H^0,2,W^+,vj,q -- (j) -- W^+ -- (v) -- H^0, 1j_l + 1v,{'vj'},['vj'],[1],['vj']
q,H^0,2,W^0,vj,q -- (j) -- W^0 -- (v) -- H^0, 1j_l + 1v,{'vj'},['vj'],[1],['vj']
q,d,2,B,jj,q -- (j) -- B -- (j) -- d, 2j_l,{'jj'},['jj'],[1],['jj']
q,d,2,G,jj,q -- (j) -- G -- (j) -- d, 2j_l,{'jj'},['jj'],[1],['jj']
q,u,2,B,jj,q -- (j) -- B -- (j) -- u, 2j_l,{'jj'},['jj'],[1],['jj']
q,u,2,G,jj,q -- (j) -- G -- (j) -- u, 2j_l,{'jj'},['jj'],[1],['jj']
q,l,2,B,jl,q -- (j) -- B -- (l) -- l, 1j_l + 1l,"{'jE', 'jl'}","['jE', 'jl']","[1, 1]","['jE', 'jl']"
q,l,2,W^+,jE,q -- (j) -- W^+ -- (E) -- l, 1j_l + MET,"{'jE', 'jl'}","['jE', 'jl']","[1, 1]","['jE', 'jl']"
q,l,2,W^0,jl,q -- (j) -- W^0 -- (l) -- l, 1j_l + 1l,"{'jE', 'jl'}","['jE', 'jl']","[1, 1]","['jE', 'jl']"
q,nu,2,B,jE,q -- (j) -- B -- (E) -- nu, 1j_l + MET,"{'jE', 'jl'}","['jE', 'jl']","[1, 1]","['jE', 'jl']"
q,nu,2,W^+,jl,q -- (j) -- W^+ -- (l) -- nu, 1j_l + 1l,"{'jE', 'jl'}","['jE', 'jl']","[1, 1]","['jE', 'jl']"
q,nu,2,W^0,jE,q -- (j) -- W^0 -- (E) -- nu, 1j_l + MET,"{'jE', 'jl'}","['jE', 'jl']","[1, 1]","['jE', 'jl']"
q,e,2,B,jl,q -- (j) -- B -- (l) -- e, 1j_l + 1l,{'jl'},['jl'],[1],['jl']
q,b_L,2,B,bj,q -- (j) -- B -- (b) -- b_L, 1j_l + 1b,"{'bj', 'tj'}",['3j'],[2],['3j']
q,b_L,2,W^+,tj,q -- (j) -- W^+ -- (t) -- b_L, 1j_l + 1t,"{'bj', 'tj'}",['3j'],[2],['3j']
q,b_L,2,W^0,bj,q -- (j) -- W^0 -- (b) -- b_L, 1j_l + 1b,"{'bj', 'tj'}",['3j'],[2],['3j']
q,b_L,2,G,bj,q -- (j) -- G -- (b) -- b_L, 1j_l + 1b,"{'bj', 'tj'}",['3j'],[2],['3j']
q,t_L,2,B,tj,q -- (j) -- B -- (t) -- t_L, 1j_l + 1t,"{'bj', 'tj'}",['3j'],[2],['3j']
q,t_L,2,W^+,bj,q -- (j) -- W^+ -- (b) -- t_L, 1j_l + 1b,"{'bj', 'tj'}",['3j'],[2],['3j']
q,t_L,2,W^0,tj,q -- (j) -- W^0 -- (t) -- t_L, 1j_l + 1t,"{'bj', 'tj'}",['3j'],[2],['3j']
q,t_L,2,G,tj,q -- (j) -- G -- (t) -- t_L, 1j_l + 1t,"{'bj', 'tj'}",['3j'],[2],['3j']
q,t,2,B,tj,q -- (j) -- B -- (t) -- t, 1j_l + 1t,{'tj'},['tj'],[1],['tj']
q,t,2,G,tj,q -- (j) -- G -- (t) -- t, 1j_l + 1t,{'tj'},['tj'],[1],['tj']
q,b,2,B,bj,q -- (j) -- B -- (b) -- b, 1j_l + 1b,{'bj'},['bj'],[1],['bj']
q,b,2,G,bj,q -- (j) -- G -- (b) -- b, 1j_l + 1b,{'bj'},['bj'],[1],['bj']
q,tau_L,2,B,jT,q -- (j) -- B -- (T) -- tau_L, 1j_l + 1tau,"{'jE', 'jT'}","['jE', 'jT']","[1, 1]","['jE', 'jT']"
q,tau_L,2,W^+,jE,q -- (j) -- W^+ -- (E) -- tau_L, 1j_l + MET,"{'jE', 'jT'}","['jE', 'jT']","[1, 1]","['jE', 'jT']"
q,tau_L,2,W^0,jT,q -- (j) -- W^0 -- (T) -- tau_L, 1j_l + 1tau,"{'jE', 'jT'}","['jE', 'jT']","[1, 1]","['jE', 'jT']"
q,nu_tau,2,B,jE,q -- (j) -- B -- (E) -- nu_tau, 1j_l + MET,"{'jE', 'jT'}","['jE', 'jT']","[1, 1]","['jE', 'jT']"
q,nu_tau,2,W^+,jT,q -- (j) -- W^+ -- (T) -- nu_tau, 1j_l + 1tau,"{'jE', 'jT'}","['jE', 'jT']","[1, 1]","['jE', 'jT']"
q,nu_tau,2,W^0,jE,q -- (j) -- W^0 -- (E) -- nu_tau, 1j_l + MET,"{'jE', 'jT'}","['jE', 'jT']","[1, 1]","['jE', 'jT']"
q,tau,2,B,jT,q -- (j) -- B -- (T) -- tau, 1j_l + 1tau,{'jT'},['jT'],[1],['jT']
d,B,1,-,j,d -- (j) -- B, 1j_l,{'j'},['j'],[1],['j']
d,W^+,3,B H^+,vvj,d -- (j) -- B -- (v) -- H^+ -- (v) -- W^+, 1j_l + 2v,"{'jjj', 'jlE', 'vvj', 'tbj', 'jTE'}","['jjj', 'tbj', 'vvj', 'jLE']","[1, 1, 1, 2]","['jjj', 'tbj', 'vvj', 'jLE']"
d,W^+,3,B H^0,vvj,d -- (j) -- B -- (v) -- H^0 -- (v) -- W^+, 1j_l + 2v,"{'jjj', 'jlE', 'vvj', 'tbj', 'jTE'}","['jjj', 'tbj', 'vvj', 'jLE']","[1, 1, 1, 2]","['jjj', 'tbj', 'vvj', 'jLE']"
d,W^+,3,B q,jjj,d -- (j) -- B -- (j) -- q -- (j) -- W^+, 3j_l,"{'jjj', 'jlE', 'vvj', 'tbj', 'jTE'}","['jjj', 'tbj', 'vvj', 'jLE']","[1, 1, 1, 2]","['jjj', 'tbj', 'vvj', 'jLE']"
d,W^+,3,B l,jlE,d -- (j) -- B -- (l) -- l -- (E) -- W^+, 1j_l + 1l + MET,"{'jjj', 'jlE', 'vvj', 'tbj', 'jTE'}","['jjj', 'tbj', 'vvj', 'jLE']","[1, 1, 1, 2]","['jjj', 'tbj', 'vvj', 'jLE']"
d,W^+,3,B nu,jlE,d -- (j) -- B -- (E) -- nu -- (l) -- W^+, 1j_l + 1l + MET,"{'jjj', 'jlE', 'vvj', 'tbj', 'jTE'}","['jjj', 'tbj', 'vvj', 'jLE']","[1, 1, 1, 2]","['jjj', 'tbj', 'vvj', 'jLE']"
d,W^+,3,B b_L,tbj,d -- (j) -- B -- (b) -- b_L -- (t) -- W^+, 1j_l + 1t + 1b,"{'jjj', 'jlE', 'vvj', 'tbj', 'jTE'}","['jjj', 'tbj', 'vvj', 'jLE']","[1, 1, 1, 2]","['jjj', 'tbj', 'vvj', 'jLE']"
d,W^+,3,B t_L,tbj,d -- (j) -- B -- (t) -- t_L -- (b) -- W^+, 1j_l + 1t + 1b,"{'jjj', 'jlE', 'vvj', 'tbj', 'jTE'}","['jjj', 'tbj', 'vvj', 'jLE']","[1, 1, 1, 2]","['jjj', 'tbj', 'vvj', 'jLE']"
d,W^+,3,B tau_L,jTE,d -- (j) -- B -- (T) -- tau_L -- (E) -- W^+, 1j_l + 1tau + MET,"{'jjj', 'jlE', 'vvj', 'tbj', 'jTE'}","['jjj', 'tbj', 'vvj', 'jLE']","[1, 1, 1, 2]","['jjj', 'tbj', 'vvj', 'jLE']"
d,W^+,3,B nu_tau,jTE,d -- (j) -- B -- (E) -- nu_tau -- (T) -- W^+, 1j_l + 1tau + MET,"{'jjj', 'jlE', 'vvj', 'tbj', 'jTE'}","['jjj', 'tbj', 'vvj', 'jLE']","[1, 1, 1, 2]","['jjj', 'tbj', 'vvj', 'jLE']"
d,W^+,3,G q,jjj,d -- (j) -- G -- (j) -- q -- (j) -- W^+, 3j_l,"{'jjj', 'jlE', 'vvj', 'tbj', 'jTE'}","['jjj', 'tbj', 'vvj', 'jLE']","[1, 1, 1, 2]","['jjj', 'tbj', 'vvj', 'jLE']"
d,W^+,3,G b_L,tbj,d -- (j) -- G -- (b) -- b_L -- (t) -- W^+, 1j_l + 1t + 1b,"{'jjj', 'jlE', 'vvj', 'tbj', 'jTE'}","['jjj', 'tbj', 'vvj', 'jLE']","[1, 1, 1, 2]","['jjj', 'tbj', 'vvj', 'jLE']"
d,W^+,3,G t_L,tbj,d -- (j) -- G -- (t) -- t_L -- (b) -- W^+, 1j_l + 1t + 1b,"{'jjj', 'jlE', 'vvj', 'tbj', 'jTE'}","['jjj', 'tbj', 'vvj', 'jLE']","[1, 1, 1, 2]","['jjj', 'tbj', 'vvj', 'jLE']"
d,W^0,3,B H^+,vvj,d -- (j) -- B -- (v) -- H^+ -- (v) -- W^0, 1j_l + 2v,"{'jE', 'jjj', 'vvj', 'ttj', 'jTT', 'jll', 'bbj'}","['jE', 'vvj', 'jTT', 'jll', 'jjj', 'ttj', 'bbj']","[1, 1, 1, 1, 1, 1, 1]","['jE', 'vvj', '(LL)j', '(JJ)j']"
d,W^0,3,B H^0,vvj,d -- (j) -- B -- (v) -- H^0 -- (v) -- W^0, 1j_l + 2v,"{'jE', 'jjj', 'vvj', 'ttj', 'jTT', 'jll', 'bbj'}","['jE', 'vvj', 'jTT', 'jll', 'jjj', 'ttj', 'bbj']","[1, 1, 1, 1, 1, 1, 1]","['jE', 'vvj', '(LL)j', '(JJ)j']"
d,W^0,3,B q,jjj,d -- (j) -- B -- (j) -- q -- (j) -- W^0, 3j_l,"{'jE', 'jjj', 'vvj', 'ttj', 'jTT', 'jll', 'bbj'}","['jE', 'vvj', 'jTT', 'jll', 'jjj', 'ttj', 'bbj']","[1, 1, 1, 1, 1, 1, 1]","['jE', 'vvj', '(LL)j', '(JJ)j']"
d,W^0,3,B l,jll,d -- (j) -- B -- (l) -- l -- (l) -- W^0, 1j_l + 2l,"{'jE', 'jjj', 'vvj', 'ttj', 'jTT', 'jll', 'bbj'}","['jE', 'vvj', 'jTT', 'jll', 'jjj', 'ttj', 'bbj']","[1, 1, 1, 1, 1, 1, 1]","['jE', 'vvj', '(LL)j', '(JJ)j']"
d,W^0,3,B nu,jE,d -- (j) -- B -- (E) -- nu -- (E) -- W^0, 1j_l + MET,"{'jE', 'jjj', 'vvj', 'ttj', 'jTT', 'jll', 'bbj'}","['jE', 'vvj', 'jTT', 'jll', 'jjj', 'ttj', 'bbj']","[1, 1, 1, 1, 1, 1, 1]","['jE', 'vvj', '(LL)j', '(JJ)j']"
d,W^0,3,B b_L,bbj,d -- (j) -- B -- (b) -- b_L -- (b) -- W^0, 1j_l + 2b,"{'jE', 'jjj', 'vvj', 'ttj', 'jTT', 'jll', 'bbj'}","['jE', 'vvj', 'jTT', 'jll', 'jjj', 'ttj', 'bbj']","[1, 1, 1, 1, 1, 1, 1]","['jE', 'vvj', '(LL)j', '(JJ)j']"
d,W^0,3,B t_L,ttj,d -- (j) -- B -- (t) -- t_L -- (t) -- W^0, 1j_l + 2t,"{'jE', 'jjj', 'vvj', 'ttj', 'jTT', 'jll', 'bbj'}","['jE', 'vvj', 'jTT', 'jll', 'jjj', 'ttj', 'bbj']","[1, 1, 1, 1, 1, 1, 1]","['jE', 'vvj', '(LL)j', '(JJ)j']"
d,W^0,3,B tau_L,jTT,d -- (j) -- B -- (T) -- tau_L -- (T) -- W^0, 1j_l + 2tau,"{'jE', 'jjj', 'vvj', 'ttj', 'jTT', 'jll', 'bbj'}","['jE', 'vvj', 'jTT', 'jll', 'jjj', 'ttj', 'bbj']","[1, 1, 1, 1, 1, 1, 1]","['jE', 'vvj', '(LL)j', '(JJ)j']"
d,W^0,3,B nu_tau,jE,d -- (j) -- B -- (E) -- nu_tau -- (E) -- W^0, 1j_l + MET,"{'jE', 'jjj', 'vvj', 'ttj', 'jTT', 'jll', 'bbj'}","['jE', 'vvj', 'jTT', 'jll', 'jjj', 'ttj', 'bbj']","[1, 1, 1, 1, 1, 1, 1]","['jE', 'vvj', '(LL)j', '(JJ)j']"
d,W^0,3,G q,jjj,d -- (j) -- G -- (j) -- q -- (j) -- W^0, 3j_l,"{'jE', 'jjj', 'vvj', 'ttj', 'jTT', 'jll', 'bbj'}","['jE', 'vvj', 'jTT', 'jll', 'jjj', 'ttj', 'bbj']","[1, 1, 1, 1, 1, 1, 1]","['jE', 'vvj', '(LL)j', '(JJ)j']"
d,W^0,3,G b_L,bbj,d -- (j) -- G -- (b) -- b_L -- (b) -- W^0, 1j_l + 2b,"{'jE', 'jjj', 'vvj', 'ttj', 'jTT', 'jll', 'bbj'}","['jE', 'vvj', 'jTT', 'jll', 'jjj', 'ttj', 'bbj']","[1, 1, 1, 1, 1, 1, 1]","['jE', 'vvj', '(LL)j', '(JJ)j']"
d,W^0,3,G t_L,ttj,d -- (j) -- G -- (t) -- t_L -- (t) -- W^0, 1j_l + 2t,"{'jE', 'jjj', 'vvj', 'ttj', 'jTT', 'jll', 'bbj'}","['jE', 'vvj', 'jTT', 'jll', 'jjj', 'ttj', 'bbj']","[1, 1, 1, 1, 1, 1, 1]","['jE', 'vvj', '(LL)j', '(JJ)j']"
d,G,1,-,j,d -- (j) -- G, 1j_l,{'j'},['j'],[1],['j']
d,H^+,2,B,vj,d -- (j) -- B -- (v) -- H^+, 1j_l + 1v,{'vj'},['vj'],[1],['vj']
d,H^0,2,B,vj,d -- (j) -- B -- (v) -- H^0, 1j_l + 1v,{'vj'},['vj'],[1],['vj']
d,q,2,B,jj,d -- (j) -- B -- (j) -- q, 2j_l,{'jj'},['jj'],[1],['jj']
d,q,2,G,jj,d -- (j) -- G -- (j) -- q, 2j_l,{'jj'},['jj'],[1],['jj']
d,u,2,B,jj,d -- (j) -- B -- (j) -- u, 2j_l,{'jj'},['jj'],[1],['jj']
d,u,2,G,jj,d -- (j) -- G -- (j) -- u, 2j_l,{'jj'},['jj'],[1],['jj']
d,l,2,B,jl,d -- (j) -- B -- (l) -- l, 1j_l + 1l,{'jl'},['jl'],[1],['jl']
d,nu,2,B,jE,d -- (j) -- B -- (E) -- nu, 1j_l + MET,{'jE'},['jE'],[1],['jE']
d,e,2,B,jl,d -- (j) -- B -- (l) -- e, 1j_l + 1l,{'jl'},['jl'],[1],['jl']
d,b_L,2,B,bj,d -- (j) -- B -- (b) -- b_L, 1j_l + 1b,{'bj'},['bj'],[1],['bj']
d,b_L,2,G,bj,d -- (j) -- G -- (b) -- b_L, 1j_l + 1b,{'bj'},['bj'],[1],['bj']
d,t_L,2,B,tj,d -- (j) -- B -- (t) -- t_L, 1j_l + 1t,{'tj'},['tj'],[1],['tj']
d,t_L,2,G,tj,d -- (j) -- G -- (t) -- t_L, 1j_l + 1t,{'tj'},['tj'],[1],['tj']
d,t,2,B,tj,d -- (j) -- B -- (t) -- t, 1j_l + 1t,{'tj'},['tj'],[1],['tj']
d,t,2,G,tj,d -- (j) -- G -- (t) -- t, 1j_l + 1t,{'tj'},['tj'],[1],['tj']
d,b,2,B,bj,d -- (j) -- B -- (b) -- b, 1j_l + 1b,{'bj'},['bj'],[1],['bj']
d,b,2,G,bj,d -- (j) -- G -- (b) -- b, 1j_l + 1b,{'bj'},['bj'],[1],['bj']
d,tau_L,2,B,jT,d -- (j) -- B -- (T) -- tau_L, 1j_l + 1tau,{'jT'},['jT'],[1],['jT']
d,nu_tau,2,B,jE,d -- (j) -- B -- (E) -- nu_tau, 1j_l + MET,{'jE'},['jE'],[1],['jE']
d,tau,2,B,jT,d -- (j) -- B -- (T) -- tau, 1j_l + 1tau,{'jT'},['jT'],[1],['jT']
u,B,1,-,j,u -- (j) -- B, 1j_l,{'j'},['j'],[1],['j']
u,W^+,3,B H^+,vvj,u -- (j) -- B -- (v) -- H^+ -- (v) -- W^+, 1j_l + 2v,"{'jjj', 'jlE', 'vvj', 'tbj', 'jTE'}","['jjj', 'tbj', 'vvj', 'jLE']","[1, 1, 1, 2]","['jjj', 'tbj', 'vvj', 'jLE']"
u,W^+,3,B H^0,vvj,u -- (j) -- B -- (v) -- H^0 -- (v) -- W^+, 1j_l + 2v,"{'jjj', 'jlE', 'vvj', 'tbj', 'jTE'}","['jjj', 'tbj', 'vvj', 'jLE']","[1, 1, 1, 2]","['jjj', 'tbj', 'vvj', 'jLE']"
u,W^+,3,B q,jjj,u -- (j) -- B -- (j) -- q -- (j) -- W^+, 3j_l,"{'jjj', 'jlE', 'vvj', 'tbj', 'jTE'}","['jjj', 'tbj', 'vvj', 'jLE']","[1, 1, 1, 2]","['jjj', 'tbj', 'vvj', 'jLE']"
u,W^+,3,B l,jlE,u -- (j) -- B -- (l) -- l -- (E) -- W^+, 1j_l + 1l + MET,"{'jjj', 'jlE', 'vvj', 'tbj', 'jTE'}","['jjj', 'tbj', 'vvj', 'jLE']","[1, 1, 1, 2]","['jjj', 'tbj', 'vvj', 'jLE']"
u,W^+,3,B nu,jlE,u -- (j) -- B -- (E) -- nu -- (l) -- W^+, 1j_l + 1l + MET,"{'jjj', 'jlE', 'vvj', 'tbj', 'jTE'}","['jjj', 'tbj', 'vvj', 'jLE']","[1, 1, 1, 2]","['jjj', 'tbj', 'vvj', 'jLE']"
u,W^+,3,B b_L,tbj,u -- (j) -- B -- (b) -- b_L -- (t) -- W^+, 1j_l + 1t + 1b,"{'jjj', 'jlE', 'vvj', 'tbj', 'jTE'}","['jjj', 'tbj', 'vvj', 'jLE']","[1, 1, 1, 2]","['jjj', 'tbj', 'vvj', 'jLE']"
u,W^+,3,B t_L,tbj,u -- (j) -- B -- (t) -- t_L -- (b) -- W^+, 1j_l + 1t + 1b,"{'jjj', 'jlE', 'vvj', 'tbj', 'jTE'}","['jjj', 'tbj', 'vvj', 'jLE']","[1, 1, 1, 2]","['jjj', 'tbj', 'vvj', 'jLE']"
u,W^+,3,B tau_L,jTE,u -- (j) -- B -- (T) -- tau_L -- (E) -- W^+, 1j_l + 1tau + MET,"{'jjj', 'jlE', 'vvj', 'tbj', 'jTE'}","['jjj', 'tbj', 'vvj', 'jLE']","[1, 1, 1, 2]","['jjj', 'tbj', 'vvj', 'jLE']"
