Mother,Daughter,Nvertex,Intermediate,Signatures,Chain,Signatures (Easy-Read),All Possible Signature,Minimal Set,Minimal Set (number of elements),Minimal Set (same flavour)
b,t_L,2,B,tb,b -- (b) -- B -- (t) -- t_L, 1t + 1b,{'tb'},['tb'],[1],['tb']
b,t_L,2,G,tb,b -- (b) -- G -- (t) -- t_L, 1t + 1b,{'tb'},['tb'],[1],['tb']
b,t_L,2,H^+,tb,b -- (t) -- H^+ -- (b) -- t_L, 1t + 1b,{'tb'},['tb'],[1],['tb']
b,t_L,2,H^0,tb,b -- (b) -- H^0 -- (t) -- t_L, 1t + 1b,{'tb'},['tb'],[1],['tb']
b,t,2,B,tb,b -- (b) -- B -- (t) -- t, 1t + 1b,{'tb'},['tb'],[1],['tb']
b,t,2,G,tb,b -- (b) -- G -- (t) -- t, 1t + 1b,{'tb'},['tb'],[1],['tb']
b,t,2,H^+,tb,b -- (t) -- H^+ -- (b) -- t, 1t + 1b,{'tb'},['tb'],[1],['tb']
b,t,2,H^0,tb,b -- (b) -- H^0 -- (t) -- t, 1t + 1b,{'tb'},['tb'],[1],['tb']
b,tau_L,2,B,bT,b -- (b) -- B -- (T) -- tau_L, 1b + 1tau,{'bT'},['bT'],[1],['bT']
b,nu_tau,2,B,bX,b -- (b) -- B -- (X) -- nu_tau, 1b + MET,{'bX'},['bX'],[1],['bX']
b,tau,2,B,bT,b -- (b) -- B -- (T) -- tau, 1b + 1tau,{'bT'},['bT'],[1],['bT']
tau_L,B,1,-,T,tau_L -- (T) -- B, 1tau,{'T'},['T'],[1],['T']
tau_L,W^+,1,-,X,tau_L -- (X) -- W^+, MET,{'X'},['X'],[1],['X']
tau_L,W^0,1,-,T,tau_L -- (T) -- W^0, 1tau,{'T'},['T'],[1],['T']
tau_L,G,3,B q,jjT,tau_L -- (T) -- B -- (j) -- q -- (j) -- G, 2j_l + 1tau,"{'tbX', 'jjX', 'jjT', 'bbT', 'ttT'}","['jjT', 'bbT', 'ttT', 'tbX', 'jjX']","[1, 1, 1, 1, 1]","['(JJ)T', 'tbX', 'jjX']"
tau_L,G,3,B d,jjT,tau_L -- (T) -- B -- (j) -- d -- (j) -- G, 2j_l + 1tau,"{'tbX', 'jjX', 'jjT', 'bbT', 'ttT'}","['jjT', 'bbT', 'ttT', 'tbX', 'jjX']","[1, 1, 1, 1, 1]","['(JJ)T', 'tbX', 'jjX']"
tau_L,G,3,B u,jjT,tau_L -- (T) -- B -- (j) -- u -- (j) -- G, 2j_l + 1tau,"{'tbX', 'jjX', 'jjT', 'bbT', 'ttT'}","['jjT', 'bbT', 'ttT', 'tbX', 'jjX']","[1, 1, 1, 1, 1]","['(JJ)T', 'tbX', 'jjX']"
tau_L,G,3,B b_L,bbT,tau_L -- (T) -- B -- (b) -- b_L -- (b) -- G, 2b + 1tau,"{'tbX', 'jjX', 'jjT', 'bbT', 'ttT'}","['jjT', 'bbT', 'ttT', 'tbX', 'jjX']","[1, 1, 1, 1, 1]","['(JJ)T', 'tbX', 'jjX']"
tau_L,G,3,B t_L,ttT,tau_L -- (T) -- B -- (t) -- t_L -- (t) -- G, 2t + 1tau,"{'tbX', 'jjX', 'jjT', 'bbT', 'ttT'}","['jjT', 'bbT', 'ttT', 'tbX', 'jjX']","[1, 1, 1, 1, 1]","['(JJ)T', 'tbX', 'jjX']"
tau_L,G,3,B t,ttT,tau_L -- (T) -- B -- (t) -- t -- (t) -- G, 2t + 1tau,"{'tbX', 'jjX', 'jjT', 'bbT', 'ttT'}","['jjT', 'bbT', 'ttT', 'tbX', 'jjX']","[1, 1, 1, 1, 1]","['(JJ)T', 'tbX', 'jjX']"
tau_L,G,3,B b,bbT,tau_L -- (T) -- B -- (b) -- b -- (b) -- G, 2b + 1tau,"{'tbX', 'jjX', 'jjT', 'bbT', 'ttT'}","['jjT', 'bbT', 'ttT', 'tbX', 'jjX']","[1, 1, 1, 1, 1]","['(JJ)T', 'tbX', 'jjX']"
tau_L,G,3,W^+ q,jjX,tau_L -- (X) -- W^+ -- (j) -- q -- (j) -- G, 2j_l + MET,"{'tbX', 'jjX', 'jjT', 'bbT', 'ttT'}","['jjT', 'bbT', 'ttT', 'tbX', 'jjX']","[1, 1, 1, 1, 1]","['(JJ)T', 'tbX', 'jjX']"
tau_L,G,3,W^+ b_L,tbX,tau_L -- (X) -- W^+ -- (t) -- b_L -- (b) -- G, 1t + 1b + MET,"{'tbX', 'jjX', 'jjT', 'bbT', 'ttT'}","['jjT', 'bbT', 'ttT', 'tbX', 'jjX']","[1, 1, 1, 1, 1]","['(JJ)T', 'tbX', 'jjX']"
tau_L,G,3,W^+ t_L,tbX,tau_L -- (X) -- W^+ -- (b) -- t_L -- (t) -- G, 1t + 1b + MET,"{'tbX', 'jjX', 'jjT', 'bbT', 'ttT'}","['jjT', 'bbT', 'ttT', 'tbX', 'jjX']","[1, 1, 1, 1, 1]","['(JJ)T', 'tbX', 'jjX']"
tau_L,G,3,W^0 q,jjT,tau_L -- (T) -- W^0 -- (j) -- q -- (j) -- G, 2j_l + 1tau,"{'tbX', 'jjX', 'jjT', 'bbT', 'ttT'}","['jjT', 'bbT', 'ttT', 'tbX', 'jjX']","[1, 1, 1, 1, 1]","['(JJ)T', 'tbX', 'jjX']"
tau_L,G,3,W^0 b_L,bbT,tau_L -- (T) -- W^0 -- (b) -- b_L -- (b) -- G, 2b + 1tau,"{'tbX', 'jjX', 'jjT', 'bbT', 'ttT'}","['jjT', 'bbT', 'ttT', 'tbX', 'jjX']","[1, 1, 1, 1, 1]","['(JJ)T', 'tbX', 'jjX']"
tau_L,G,3,W^0 t_L,ttT,tau_L -- (T) -- W^0 -- (t) -- t_L -- (t) -- G, 2t + 1tau,"{'tbX', 'jjX', 'jjT', 'bbT', 'ttT'}","['jjT', 'bbT', 'ttT', 'tbX', 'jjX']","[1, 1, 1, 1, 1]","['(JJ)T', 'tbX', 'jjX']"
tau_L,H^+,2,B,vT,tau_L -- (T) -- B -- (v) -- H^+, 1tau + 1v,"{'vT', 'vX'}","['vX', 'vT']","[1, 1]","['vX', 'vT']"
tau_L,H^+,2,W^+,vX,tau_L -- (X) -- W^+ -- (v) -- H^+, 1v + MET,"{'vT', 'vX'}","['vX', 'vT']","[1, 1]","['vX', 'vT']"
tau_L,H^+,2,W^0,vT,tau_L -- (T) -- W^0 -- (v) -- H^+, 1tau + 1v,"{'vT', 'vX'}","['vX', 'vT']","[1, 1]","['vX', 'vT']"
tau_L,H^0,2,B,vT,tau_L -- (T) -- B -- (v) -- H^0, 1tau + 1v,"{'vT', 'vX'}","['vX', 'vT']","[1, 1]","['vX', 'vT']"
tau_L,H^0,2,W^+,vX,tau_L -- (X) -- W^+ -- (v) -- H^0, 1v + MET,"{'vT', 'vX'}","['vX', 'vT']","[1, 1]","['vX', 'vT']"
tau_L,H^0,2,W^0,vT,tau_L -- (T) -- W^0 -- (v) -- H^0, 1tau + 1v,"{'vT', 'vX'}","['vX', 'vT']","[1, 1]","['vX', 'vT']"
tau_L,q,2,B,jT,tau_L -- (T) -- B -- (j) -- q, 1j_l + 1tau,"{'jT', 'jX'}","['jT', 'jX']","[1, 1]","['jT', 'jX']"
tau_L,q,2,W^+,jX,tau_L -- (X) -- W^+ -- (j) -- q, 1j_l + MET,"{'jT', 'jX'}","['jT', 'jX']","[1, 1]","['jT', 'jX']"
tau_L,q,2,W^0,jT,tau_L -- (T) -- W^0 -- (j) -- q, 1j_l + 1tau,"{'jT', 'jX'}","['jT', 'jX']","[1, 1]","['jT', 'jX']"
tau_L,d,2,B,jT,tau_L -- (T) -- B -- (j) -- d, 1j_l + 1tau,{'jT'},['jT'],[1],['jT']
tau_L,u,2,B,jT,tau_L -- (T) -- B -- (j) -- u, 1j_l + 1tau,{'jT'},['jT'],[1],['jT']
tau_L,l,2,B,Tl,tau_L -- (T) -- B -- (l) -- l, 1l + 1tau,"{'X', 'Tl'}","['Tl', 'X']","[1, 1]","['Tl', 'X']"
tau_L,l,2,W^+,X,tau_L -- (X) -- W^+ -- (X) -- l, MET,"{'X', 'Tl'}","['Tl', 'X']","[1, 1]","['Tl', 'X']"
tau_L,l,2,W^0,Tl,tau_L -- (T) -- W^0 -- (l) -- l, 1l + 1tau,"{'X', 'Tl'}","['Tl', 'X']","[1, 1]","['Tl', 'X']"
tau_L,nu,2,B,TX,tau_L -- (T) -- B -- (X) -- nu, 1tau + MET,"{'lX', 'TX'}",['LX'],[2],['LX']
tau_L,nu,2,W^+,lX,tau_L -- (X) -- W^+ -- (l) -- nu, 1l + MET,"{'lX', 'TX'}",['LX'],[2],['LX']
tau_L,nu,2,W^0,TX,tau_L -- (T) -- W^0 -- (X) -- nu, 1tau + MET,"{'lX', 'TX'}",['LX'],[2],['LX']
tau_L,e,2,B,Tl,tau_L -- (T) -- B -- (l) -- e, 1l + 1tau,{'Tl'},['Tl'],[1],['Tl']
tau_L,b_L,2,B,bT,tau_L -- (T) -- B -- (b) -- b_L, 1b + 1tau,"{'bT', 'tX'}","['bT', 'tX']","[1, 1]","['bT', 'tX']"
tau_L,b_L,2,W^+,tX,tau_L -- (X) -- W^+ -- (t) -- b_L, 1t + MET,"{'bT', 'tX'}","['bT', 'tX']","[1, 1]","['bT', 'tX']"
tau_L,b_L,2,W^0,bT,tau_L -- (T) -- W^0 -- (b) -- b_L, 1b + 1tau,"{'bT', 'tX'}","['bT', 'tX']","[1, 1]","['bT', 'tX']"
tau_L,t_L,2,B,tT,tau_L -- (T) -- B -- (t) -- t_L, 1t + 1tau,"{'bX', 'tT'}","['tT', 'bX']","[1, 1]","['tT', 'bX']"
tau_L,t_L,2,W^+,bX,tau_L -- (X) -- W^+ -- (b) -- t_L, 1b + MET,"{'bX', 'tT'}","['tT', 'bX']","[1, 1]","['tT', 'bX']"
tau_L,t_L,2,W^0,tT,tau_L -- (T) -- W^0 -- (t) -- t_L, 1t + 1tau,"{'bX', 'tT'}","['tT', 'bX']","[1, 1]","['tT', 'bX']"
tau_L,t,2,B,tT,tau_L -- (T) -- B -- (t) -- t, 1t + 1tau,{'tT'},['tT'],[1],['tT']
tau_L,b,2,B,bT,tau_L -- (T) -- B -- (b) -- b, 1b + 1tau,{'bT'},['bT'],[1],['bT']
tau_L,nu_tau,2,B,TX,tau_L -- (T) -- B -- (X) -- nu_tau, 1tau + MET,{'TX'},['TX'],[1],['TX']
tau_L,nu_tau,2,W^+,TX,tau_L -- (X) -- W^+ -- (T) -- nu_tau, 1tau + MET,{'TX'},['TX'],[1],['TX']
tau_L,nu_tau,2,W^0,TX,tau_L -- (T) -- W^0 -- (X) -- nu_tau, 1tau + MET,{'TX'},['TX'],[1],['TX']
tau_L,tau,2,B,TT,tau_L -- (T) -- B -- (T) -- tau, 2tau,{'TT'},['TT'],[1],['TT']
nu_tau,B,1,-,X,nu_tau -- (X) -- B, MET,{'X'},['X'],[1],['X']
nu_tau,W^+,1,-,T,nu_tau -- (T) -- W^+, 1tau,{'T'},['T'],[1],['T']
nu_tau,W^0,1,-,X,nu_tau -- (X) -- W^0, MET,{'X'},['X'],[1],['X']
nu_tau,G,3,B q,jjX,nu_tau -- (X) -- B -- (j) -- q -- (j) -- G, 2j_l + MET,"{'bbX', 'jjX', 'jjT', 'tbT', 'ttX'}","['jjT', 'tbT', 'bbX', 'jjX', 'ttX']","[1, 1, 1, 1, 1]","['jjT', 'tbT', '(JJ)X']"
nu_tau,G,3,B d,jjX,nu_tau -- (X) -- B -- (j) -- d -- (j) -- G, 2j_l + MET,"{'bbX', 'jjX', 'jjT', 'tbT', 'ttX'}","['jjT', 'tbT', 'bbX', 'jjX', 'ttX']","[1, 1, 1, 1, 1]","['jjT', 'tbT', '(JJ)X']"
nu_tau,G,3,B u,jjX,nu_tau -- (X) -- B -- (j) -- u -- (j) -- G, 2j_l + MET,"{'bbX', 'jjX', 'jjT', 'tbT', 'ttX'}","['jjT', 'tbT', 'bbX', 'jjX', 'ttX']","[1, 1, 1, 1, 1]","['jjT', 'tbT', '(JJ)X']"
nu_tau,G,3,B b_L,bbX,nu_tau -- (X) -- B -- (b) -- b_L -- (b) -- G, 2b + MET,"{'bbX', 'jjX', 'jjT', 'tbT', 'ttX'}","['jjT', 'tbT', 'bbX', 'jjX', 'ttX']","[1, 1, 1, 1, 1]","['jjT', 'tbT', '(JJ)X']"
nu_tau,G,3,B t_L,ttX,nu_tau -- (X) -- B -- (t) -- t_L -- (t) -- G, 2t + MET,"{'bbX', 'jjX', 'jjT', 'tbT', 'ttX'}","['jjT', 'tbT', 'bbX', 'jjX', 'ttX']","[1, 1, 1, 1, 1]","['jjT', 'tbT', '(JJ)X']"
nu_tau,G,3,B t,ttX,nu_tau -- (X) -- B -- (t) -- t -- (t) -- G, 2t + MET,"{'bbX', 'jjX', 'jjT', 'tbT', 'ttX'}","['jjT', 'tbT', 'bbX', 'jjX', 'ttX']","[1, 1, 1, 1, 1]","['jjT', 'tbT', '(JJ)X']"
nu_tau,G,3,B b,bbX,nu_tau -- (X) -- B -- (b) -- b -- (b) -- G, 2b + MET,"{'bbX', 'jjX', 'jjT', 'tbT', 'ttX'}","['jjT', 'tbT', 'bbX', 'jjX', 'ttX']","[1, 1, 1, 1, 1]","['jjT', 'tbT', '(JJ)X']"
nu_tau,G,3,W^+ q,jjT,nu_tau -- (T) -- W^+ -- (j) -- q -- (j) -- G, 2j_l + 1tau,"{'bbX', 'jjX', 'jjT', 'tbT', 'ttX'}","['jjT', 'tbT', 'bbX', 'jjX', 'ttX']","[1, 1, 1, 1, 1]","['jjT', 'tbT', '(JJ)X']"
nu_tau,G,3,W^+ b_L,tbT,nu_tau -- (T) -- W^+ -- (t) -- b_L -- (b) -- G, 1t + 1b + 1tau,"{'bbX', 'jjX', 'jjT', 'tbT', 'ttX'}","['jjT', 'tbT', 'bbX', 'jjX', 'ttX']","[1, 1, 1, 1, 1]","['jjT', 'tbT', '(JJ)X']"
nu_tau,G,3,W^+ t_L,tbT,nu_tau -- (T) -- W^+ -- (b) -- t_L -- (t) -- G, 1t + 1b + 1tau,"{'bbX', 'jjX', 'jjT', 'tbT', 'ttX'}","['jjT', 'tbT', 'bbX', 'jjX', 'ttX']","[1, 1, 1, 1, 1]","['jjT', 'tbT', '(JJ)X']"
nu_tau,G,3,W^0 q,jjX,nu_tau -- (X) -- W^0 -- (j) -- q -- (j) -- G, 2j_l + MET,"{'bbX', 'jjX', 'jjT', 'tbT', 'ttX'}","['jjT', 'tbT', 'bbX', 'jjX', 'ttX']","[1, 1, 1, 1, 1]","['jjT', 'tbT', '(JJ)X']"
nu_tau,G,3,W^0 b_L,bbX,nu_tau -- (X) -- W^0 -- (b) -- b_L -- (b) -- G, 2b + MET,"{'bbX', 'jjX', 'jjT', 'tbT', 'ttX'}","['jjT', 'tbT', 'bbX', 'jjX', 'ttX']","[1, 1, 1, 1, 1]","['jjT', 'tbT', '(JJ)X']"
nu_tau,G,3,W^0 t_L,ttX,nu_tau -- (X) -- W^0 -- (t) -- t_L -- (t) -- G, 2t + MET,"{'bbX', 'jjX', 'jjT', 'tbT', 'ttX'}","['jjT', 'tbT', 'bbX', 'jjX', 'ttX']","[1, 1, 1, 1, 1]","['jjT', 'tbT', '(JJ)X']"
nu_tau,H^+,2,B,vX,nu_tau -- (X) -- B -- (v) -- H^+, 1v + MET,"{'vT', 'vX'}","['vX', 'vT']","[1, 1]","['vX', 'vT']"
nu_tau,H^+,2,W^+,vT,nu_tau -- (T) -- W^+ -- (v) -- H^+, 1tau + 1v,"{'vT', 'vX'}","['vX', 'vT']","[1, 1]","['vX', 'vT']"
nu_tau,H^+,2,W^0,vX,nu_tau -- (X) -- W^0 -- (v) -- H^+, 1v + MET,"{'vT', 'vX'}","['vX', 'vT']","[1, 1]","['vX', 'vT']"
nu_tau,H^0,2,B,vX,nu_tau -- (X) -- B -- (v) -- H^0, 1v + MET,"{'vT', 'vX'}","['vX', 'vT']","[1, 1]","['vX', 'vT']"
nu_tau,H^0,2,W^+,vT,nu_tau -- (T) -- W^+ -- (v) -- H^0, 1tau + 1v,"{'vT', 'vX'}","['vX', 'vT']","[1, 1]","['vX', 'vT']"
nu_tau,H^0,2,W^0,vX,nu_tau -- (X) -- W^0 -- (v) -- H^0, 1v + MET,"{'vT', 'vX'}","['vX', 'vT']","[1, 1]","['vX', 'vT']"
nu_tau,q,2,B,jX,nu_tau -- (X) -- B -- (j) -- q, 1j_l + MET,"{'jT', 'jX'}","['jT', 'jX']","[1, 1]","['jT', 'jX']"
nu_tau,q,2,W^+,jT,nu_tau -- (T) -- W^+ -- (j) -- q, 1j_l + 1tau,"{'jT', 'jX'}","['jT', 'jX']","[1, 1]","['jT', 'jX']"
nu_tau,q,2,W^0,jX,nu_tau -- (X) -- W^0 -- (j) -- q, 1j_l + MET,"{'jT', 'jX'}","['jT', 'jX']","[1, 1]","['jT', 'jX']"
nu_tau,d,2,B,jX,nu_tau -- (X) -- B -- (j) -- d, 1j_l + MET,{'jX'},['jX'],[1],['jX']
nu_tau,u,2,B,jX,nu_tau -- (X) -- B -- (j) -- u, 1j_l + MET,{'jX'},['jX'],[1],['jX']
nu_tau,l,2,B,lX,nu_tau -- (X) -- B -- (l) -- l, 1l + MET,"{'lX', 'TX'}",['LX'],[2],['LX']
nu_tau,l,2,W^+,TX,nu_tau -- (T) -- W^+ -- (X) -- l, 1tau + MET,"{'lX', 'TX'}",['LX'],[2],['LX']
nu_tau,l,2,W^0,lX,nu_tau -- (X) -- W^0 -- (l) -- l, 1l + MET,"{'lX', 'TX'}",['LX'],[2],['LX']
nu_tau,nu,2,B,X,nu_tau -- (X) -- B -- (X) -- nu, MET,"{'X', 'Tl'}","['Tl', 'X']","[1, 1]","['Tl', 'X']"
nu_tau,nu,2,W^+,Tl,nu_tau -- (T) -- W^+ -- (l) -- nu, 1l + 1tau,"{'X', 'Tl'}","['Tl', 'X']","[1, 1]","['Tl', 'X']"
nu_tau,nu,2,W^0,X,nu_tau -- (X) -- W^0 -- (X) -- nu, MET,"{'X', 'Tl'}","['Tl', 'X']","[1, 1]","['Tl', 'X']"
nu_tau,e,2,B,lX,nu_tau -- (X) -- B -- (l) -- e, 1l + MET,{'lX'},['lX'],[1],['lX']
nu_tau,b_L,2,B,bX,nu_tau -- (X) -- B -- (b) -- b_L, 1b + MET,"{'bX', 'tT'}","['tT', 'bX']","[1, 1]","['tT', 'bX']"
nu_tau,b_L,2,W^+,tT,nu_tau -- (T) -- W^+ -- (t) -- b_L, 1t + 1tau,"{'bX', 'tT'}","['tT', 'bX']","[1, 1]","['tT', 'bX']"
nu_tau,b_L,2,W^0,bX,nu_tau -- (X) -- W^0 -- (b) -- b_L, 1b + MET,"{'bX', 'tT'}","['tT', 'bX']","[1, 1]","['tT', 'bX']"
nu_tau,t_L,2,B,tX,nu_tau -- (X) -- B -- (t) -- t_L, 1t + MET,"{'bT', 'tX'}","['bT', 'tX']","[1, 1]","['bT', 'tX']"
nu_tau,t_L,2,W^+,bT,nu_tau -- (T) -- W^+ -- (b) -- t_L, 1b + 1tau,"{'bT', 'tX'}","['bT', 'tX']","[1, 1]","['bT', 'tX']"
nu_tau,t_L,2,W^0,tX,nu_tau -- (X) -- W^0 -- (t) -- t_L, 1t + MET,"{'bT', 'tX'}","['bT', 'tX']","[1, 1]","['bT', 'tX']"
nu_tau,t,2,B,tX,nu_tau -- (X) -- B -- (t) -- t, 1t + MET,{'tX'},['tX'],[1],['tX']
nu_tau,b,2,B,bX,nu_tau -- (X) -- B -- (b) -- b, 1b + MET,{'bX'},['bX'],[1],['bX']
nu_tau,tau_L,2,B,TX,nu_tau -- (X) -- B -- (T) -- tau_L, 1tau + MET,{'TX'},['TX'],[1],['TX']
nu_tau,tau_L,2,W^+,TX,nu_tau -- (T) -- W^+ -- (X) -- tau_L, 1tau + MET,{'TX'},['TX'],[1],['TX']
nu_tau,tau_L,2,W^0,TX,nu_tau -- (X) -- W^0 -- (T) -- tau_L, 1tau + MET,{'TX'},['TX'],[1],['TX']
nu_tau,tau,2,B,TX,nu_tau -- (X) -- B -- (T) -- tau, 1tau + MET,{'TX'},['TX'],[1],['TX']
tau,B,1,-,T,tau -- (T) -- B, 1tau,{'T'},['T'],[1],['T']
tau,W^+,3,B H^+,vvT,tau -- (T) -- B -- (v) -- H^+ -- (v) -- W^+, 1tau + 2v,"{'vvT', 'TTX', 'jjT', 'TlX', 'tbT'}","['LTX', 'jjT', 'tbT', 'vvT']","[2, 1, 1, 1]","['LTX', 'jjT', 'tbT', 'vvT']"
tau,W^+,3,B H^0,vvT,tau -- (T) -- B -- (v) -- H^0 -- (v) -- W^+, 1tau + 2v,"{'vvT', 'TTX', 'jjT', 'TlX', 'tbT'}","['LTX', 'jjT', 'tbT', 'vvT']","[2, 1, 1, 1]","['LTX', 'jjT', 'tbT', 'vvT']"
tau,W^+,3,B q,jjT,tau -- (T) -- B -- (j) -- q -- (j) -- W^+, 2j_l + 1tau,"{'vvT', 'TTX', 'jjT', 'TlX', 'tbT'}","['LTX', 'jjT', 'tbT', 'vvT']","[2, 1, 1, 1]","['LTX', 'jjT', 'tbT', 'vvT']"
tau,W^+,3,B l,TlX,tau -- (T) -- B -- (l) -- l -- (X) -- W^+, 1l + 1tau + MET,"{'vvT', 'TTX', 'jjT', 'TlX', 'tbT'}","['LTX', 'jjT', 'tbT', 'vvT']","[2, 1, 1, 1]","['LTX', 'jjT', 'tbT', 'vvT']"
tau,W^+,3,B nu,TlX,tau -- (T) -- B -- (X) -- nu -- (l) -- W^+, 1l + 1tau + MET,"{'vvT', 'TTX', 'jjT', 'TlX', 'tbT'}","['LTX', 'jjT', 'tbT', 'vvT']","[2, 1, 1, 1]","['LTX', 'jjT', 'tbT', 'vvT']"
tau,W^+,3,B b_L,tbT,tau -- (T) -- B -- (b) -- b_L -- (t) -- W^+, 1t + 1b + 1tau,"{'vvT', 'TTX', 'jjT', 'TlX', 'tbT'}","['LTX', 'jjT', 'tbT', 'vvT']","[2, 1, 1, 1]","['LTX', 'jjT', 'tbT', 'vvT']"
tau,W^+,3,B t_L,tbT,tau -- (T) -- B -- (t) -- t_L -- (b) -- W^+, 1t + 1b + 1tau,"{'vvT', 'TTX', 'jjT', 'TlX', 'tbT'}","['LTX', 'jjT', 'tbT', 'vvT']","[2, 1, 1, 1]","['LTX', 'jjT', 'tbT', 'vvT']"
tau,W^+,3,B tau_L,TTX,tau -- (T) -- B -- (T) -- tau_L -- (X) -- W^+, 2tau + MET,"{'vvT', 'TTX', 'jjT', 'TlX', 'tbT'}","['LTX', 'jjT', 'tbT', 'vvT']","[2, 1, 1, 1]","['LTX', 'jjT', 'tbT', 'vvT']"
tau,W^+,3,B nu_tau,TTX,tau -- (T) -- B -- (X) -- nu_tau -- (T) -- W^+, 2tau + MET,"{'vvT', 'TTX', 'jjT', 'TlX', 'tbT'}","['LTX', 'jjT', 'tbT', 'vvT']","[2, 1, 1, 1]","['LTX', 'jjT', 'tbT', 'vvT']"
tau,W^0,3,B H^+,vvT,tau -- (T) -- B -- (v) -- H^+ -- (v) -- W^0, 1tau + 2v,"{'vvT', 'Tll', 'jjT', 'bbT', 'ttT', 'TX', 'TTT'}","['Tll', 'TTT', 'TX', 'jjT', 'bbT', 'ttT', 'vvT']","[1, 1, 1, 1, 1, 1, 1]","['(LL)T', 'TX', '(JJ)T', 'vvT']"
tau,W^0,3,B H^0,vvT,tau -- (T) -- B -- (v) -- H^0 -- (v) -- W^0, 1tau + 2v,"{'vvT', 'Tll', 'jjT', 'bbT', 'ttT', 'TX', 'TTT'}","['Tll', 'TTT', 'TX', 'jjT', 'bbT', 'ttT', 'vvT']","[1, 1, 1, 1, 1, 1, 1]","['(LL)T', 'TX', '(JJ)T', 'vvT']"
tau,W^0,3,B q,jjT,tau -- (T) -- B -- (j) -- q -- (j) -- W^0, 2j_l + 1tau,"{'vvT', 'Tll', 'jjT', 'bbT', 'ttT', 'TX', 'TTT'}","['Tll', 'TTT', 'TX', 'jjT', 'bbT', 'ttT', 'vvT']","[1, 1, 1, 1, 1, 1, 1]","['(LL)T', 'TX', '(JJ)T', 'vvT']"
tau,W^0,3,B l,Tll,tau -- (T) -- B -- (l) -- l -- (l) -- W^0, 2l + 1tau,"{'vvT', 'Tll', 'jjT', 'bbT', 'ttT', 'TX', 'TTT'}","['Tll', 'TTT', 'TX', 'jjT', 'bbT', 'ttT', 'vvT']","[1, 1, 1, 1, 1, 1, 1]","['(LL)T', 'TX', '(JJ)T', 'vvT']"
tau,W^0,3,B nu,TX,tau -- (T) -- B -- (X) -- nu -- (X) -- W^0, 1tau + MET,"{'vvT', 'Tll', 'jjT', 'bbT', 'ttT', 'TX', 'TTT'}","['Tll', 'TTT', 'TX', 'jjT', 'bbT', 'ttT', 'vvT']","[1, 1, 1, 1, 1, 1, 1]","['(LL)T', 'TX', '(JJ)T', 'vvT']"
tau,W^0,3,B b_L,bbT,tau -- (T) -- B -- (b) -- b_L -- (b) -- W^0, 2b + 1tau,"{'vvT', 'Tll', 'jjT', 'bbT', 'ttT', 'TX', 'TTT'}","['Tll', 'TTT', 'TX', 'jjT', 'bbT', 'ttT', 'vvT']","[1, 1, 1, 1, 1, 1, 1]","['(LL)T', 'TX', '(JJ)T', 'vvT']"
tau,W^0,3,B t_L,ttT,tau -- (T) -- B -- (t) -- t_L -- (t) -- W^0, 2t + 1tau,"{'vvT', 'Tll', 'jjT', 'bbT', 'ttT', 'TX', 'TTT'}","['Tll', 'TTT', 'TX', 'jjT', 'bbT', 'ttT', 'vvT']","[1, 1, 1, 1, 1, 1, 1]","['(LL)T', 'TX', '(JJ)T', 'vvT']"
tau,W^0,3,B tau_L,TTT,tau -- (T) -- B -- (T) -- tau_L -- (T) -- W^0, 3tau,"{'vvT', 'Tll', 'jjT', 'bbT', 'ttT', 'TX', 'TTT'}","['Tll', 'TTT', 'TX', 'jjT', 'bbT', 'ttT', 'vvT']","[1, 1, 1, 1, 1, 1, 1]","['(LL)T', 'TX', '(JJ)T', 'vvT']"
tau,W^0,3,B nu_tau,TX,tau -- (T) -- B -- (X) -- nu_tau -- (X) -- W^0, 1tau + MET,"{'vvT', 'Tll', 'jjT', 'bbT', 'ttT', 'TX', 'TTT'}","['Tll', 'TTT', 'TX', 'jjT', 'bbT', 'ttT', 'vvT']","[1, 1, 1, 1, 1, 1, 1]","['(LL)T', 'TX', '(JJ)T', 'vvT']"
tau,G,3,B q,jjT,tau -- (T) -- B -- (j) -- q -- (j) -- G, 2j_l + 1tau,"{'bbT', 'ttT', 'jjT'}","['bbT', 'ttT', 'jjT']","[1, 1, 1]",['(JJ)T']
tau,G,3,B d,jjT,tau -- (T) -- B -- (j) -- d -- (j) -- G, 2j_l + 1tau,"{'bbT', 'ttT', 'jjT'}","['bbT', 'ttT', 'jjT']","[1, 1, 1]",['(JJ)T']
tau,G,3,B u,jjT,tau -- (T) -- B -- (j) -- u -- (j) -- G, 2j_l + 1tau,"{'bbT', 'ttT', 'jjT'}","['bbT', 'ttT', 'jjT']","[1, 1, 1]",['(JJ)T']
tau,G,3,B b_L,bbT,tau -- (T) -- B -- (b) -- b_L -- (b) -- G, 2b + 1tau,"{'bbT', 'ttT', 'jjT'}","['bbT', 'ttT', 'jjT']","[1, 1, 1]",['(JJ)T']
tau,G,3,B t_L,ttT,tau -- (T) -- B -- (t) -- t_L -- (t) -- G, 2t + 1tau,"{'bbT', 'ttT', 'jjT'}","['bbT', 'ttT', 'jjT']","[1, 1, 1]",['(JJ)T']
tau,G,3,B t,ttT,tau -- (T) -- B -- (t) -- t -- (t) -- G, 2t + 1tau,"{'bbT', 'ttT', 'jjT'}","['bbT', 'ttT', 'jjT']","[1, 1, 1]",['(JJ)T']
