CAT,LSP,AA,AB,BB,ALL,AA (Common),AB (Common),BB (Common),ALL (Common),AA (Same Flavour),AB (Same Flavour),BB (Same Flavour),ALL (Same Flavour)
U D_3 D,['b'],"{'bbjjjj', 'jjjj', 'bbbbjjjj'}",-,-,"{'bbjjjj', 'jjjj', 'bbbbjjjj'}",jjjj,-,-,jjjj,"['jjjj', 'bbbbjjjj', 'bbjjjj']",-,-,"['jjjj', 'bbbbjjjj', 'bbjjjj']"
U D_3 D,"['tau_L', 'nu_tau']",{'bbjjjjTT'},{'bbjjjjTE'},{'bbjjjjE'},"{'bbjjjjE', 'bbjjjjTE', 'bbjjjjTT'}",jjjjbbTT,jjjjEbbT,jjjjEbb,jjjjbb,['bbjjjjTT'],['bbjjjjTE'],['bbjjjjE'],"['bbjjjjE', 'bbjjjjTT', 'bbjjjjTE']"
U D_3 D,['tau'],{'bbjjjjTT'},-,-,{'bbjjjjTT'},jjjjbbTT,-,-,jjjjbbTT,['bbjjjjTT'],-,-,['bbjjjjTT']
U D_3 D_3,['B'],{'bbbbjj'},-,-,{'bbbbjj'},jjbbbb,-,-,jjbbbb,['bbbbjj'],-,-,['bbbbjj']
U D_3 D_3,"['W^+', 'W^0']","{'bbbbjjjjjj', 'vv33bbjj', 'vvbbbbjjjj', 'bbbbjjLLE', 'vvv3bbbjj', 'tbbbbbjjLE', 'bbbbjjjjLE', 'vvbbbbjjLE', 'v3bbbjjLE', 'v3tbbbbjj', 'tbbbbbjjjj', 'vvtbbbbbjj', 'ttbbbbbbjj', 'vvvvbbbbjj', 'v3bbbjjjj'}","{'bbbbjjjjjj', 'v3bbbjjll', 'ttbbbbjjLE', 'bbbbjjjjTT', 'v3bbbjjTT', 'vvbbbbjjll', 'vv33bbjj', 'v3bbbjjLE', 'vvbbbbjjLE', '33bbbbjjjj', 'bbbbjjjjll', 'vv33bbbbjj', 'tbbbbbjjll', 'vvv3bbbjj', 'v333bbbjj', 'vvbbbbjjE', 'bbbbjjjjE', 'tttbbbbbjj', 'v3bbbjjE', 'tbbbbbjjTT', 'vvvvbbbbjj', 'bbbbjjLLLE', 'bbbbjjLE', 'vvbbbbjjTT', 'tbbbbbjjE', 'vvbbbbjjjj', 'bbbbjjjjLE', 'bbbbbbjjLE', 'v3bbbjjjj', 'tbbbbbbbjj'}","{'bbbbjjjjjj', 'v3bbbjjll', 'vvbbbbbbjj', 'ttttbbbbjj', 'bbbbjjjjTT', 'bbbbbbbbjj', 'v3bbbjjTT', 'vvbbbbjjll', 'bbbbjjTTTT', 'vv33bbjj', 'ttbbbbjjE', 'bbbbbbjjTT', 'bbbbjjjjll', 'ttbbbbbbjj', 'ttbbbbjjjj', 'bbbbjjTTll', 'ttbbbbjjll', 'bbbbjjllll', 'vvv3bbbjj', 'v333bbbjj', 'vvbbbbjjE', 'bbbbjjllE', 'bbbbjjjjE', 'v3bbbjjE', 'vvvvbbbbjj', 'bbbbbbjjjj', 'vvttbbbbjj', 'vvbbbbjjTT', 'bbbbjjTTE', 'vvbbbbjjjj', 'bbbbbbjjE', 'bbbbjjE', 'ttbbbbjjTT', 'bbbbbbjjll', 'v3bbbjjjj'}","{'33bbbbjjll', 'bbbbjjjjjj', 'v3bbbjjll', 'bbbbjjjjTT', 'v3bbbjjTT', 'vvbbbbjjll', 'bbbbjjTTTT', 'vv33bbjj', 'v3bbbjjLE', 'vvbbbbjjLE', '33bbbbjjjj', 'bbbbjjjjll', 'vv33bbbbjj', 'bbbbjjTTll', 'bbbbjjllll', 'bbbbjjLLE', 'vvv3bbbjj', '33bbbbjjE', 'v333bbbjj', 'vvbbbbjjE', 'bbbbjjLLLE', 'vvvvbbbbjj', 'bbbbjjjjE', 'v3bbbjjE', 'bbbbjjLE', 'vvbbbbjjTT', 'vvbbbbjjjj', 'bbbbjjjjLE', 'bbbbjjE', '33bbbbjjLE', '3333bbbbjj', 'v3bbbjjjj', '33bbbbjjTT'}",jjbb,jjbb,jjbb,jjbb,"['jjvvbbbbjj', 'tbvvbbbbjj', 'tbv3bbbjj', 'jjv3bbbjj', 'jjjjbbbbjj', 'tbjjbbbbjj', 'ttbbbbbbjj', 'vv33bbjj', 'vvbbbbjjLE', 'vvv3bbbjj', 'bbbbjjLLE', 'tbbbbbjjLE', 'jjbbbbjjLE', 'vvvvbbbbjj', 'v3bbbjjLE']","['jjbbbbjjE', 'tbbbbbjjE', '(JJ)v3bbbjj', '(JJ)vvbbbbjj', 'jjTTbbbbjj', 'jjllbbbbjj', 'tbllbbbbjj', 'tbTTbbbbjj', 'jjjjbbbbjj', '33jjbbbbjj', 'tttbbbbbjj', 'tbbbbbbbjj', 'vv33bbjj', 'vvbbbbjjLE', 'vvv3bbbjj', '(LL)v3bbbjj', '(JJ)bbbbjjLE', 'bbbbjjLE', 'v3bbbjjE', '(LL)vvbbbbjj', 'vvvvbbbbjj', 'vvbbbbjjE', 'v3bbbjjLE', 'bbbbjjLLLE']","['bbbbjjE', '(JJ)bbbbjjE', '(JJ)v3bbbjj', '(JJ)vvbbbbjj', 'jjTTbbbbjj', 'bbTTbbbbjj', 'jjllbbbbjj', 'ttllbbbbjj', 'ttTTbbbbjj', 'bbllbbbbjj', 'jjjjbbbbjj', 'ttttbbbbjj', 'bbbbbbbbjj', 'ttbbbbbbjj', 'ttjjbbbbjj', 'bbjjbbbbjj', 'vv33bbjj', 'vvv3bbbjj', '(LL)bbbbjjE', '(LL)v3bbbjj', 'v3bbbjjE', '(LL)vvbbbbjj', 'vvvvbbbbjj', 'TTTTbbbbjj', 'TTllbbbbjj', 'llllbbbbjj', 'vvbbbbjjE']","['bbbbjjE', 'TTTTbbbbjj', 'TTllbbbbjj', 'llllbbbbjj', '(JJ)v3bbbjj', 'jjjjbbbbjj', '33jjbbbbjj', '3333bbbbjj', 'vvvvbbbbjj', 'v3bbbjjLE', '33llbbbbjj', 'jjTTbbbbjj', 'jjllbbbbjj', '33TTbbbbjj', '(LL)v3bbbjj', 'bbbbjjLLE', '(JJ)bbbbjjLE', '(LL)vvbbbbjj', 'bbbbjjLLLE', '(JJ)bbbbjjE', 'vv33bbjj', 'vvbbbbjjLE', 'vvv3bbbjj', 'v3bbbjjE', '(JJ)vvbbbbjj', 'vvbbbbjjE', 'bbbbjjLE']"
U D_3 D_3,['G'],{'bbbbjj'},-,-,{'bbbbjj'},jjbbbb,-,-,jjbbbb,['bbbbjj'],-,-,['bbbbjj']
U D_3 D_3,"['H^+', 'H^0']","{'vvbbbbjj', 'vtbbbjj', 'ttbbjj'}","{'vvbbbbjj', 'tbbbjj', 'v3bbbjj'}","{'bbbbjj', 'vvbbbbjj', 'vbbbbjj'}","{'33bbjj', 'v3bbbjj', 'vvbbbbjj'}",jjbb,jjbbb,jjbbbb,bbjj,"['vtbbbjj', 'vvbbbbjj', 'ttbbjj']","['v3bbbjj', 'vvbbbbjj', 'tbbbjj']","['vbbbbjj', 'bbbbjj', 'vvbbbbjj']","['v3bbbjj', '33bbjj', 'vvbbbbjj']"
U D_3 D_3,['q'],{'bbbbjjjj'},-,-,{'bbbbjjjj'},jjjjbbbb,-,-,jjjjbbbb,['bbbbjjjj'],-,-,['bbbbjjjj']
U D_3 D_3,['d'],{'bbbbjjjj'},-,-,{'bbbbjjjj'},jjjjbbbb,-,-,jjjjbbbb,['bbbbjjjj'],-,-,['bbbbjjjj']
U D_3 D_3,['u'],"{'bbbbjj', 'bbbbjjjj', 'bbbb'}",-,-,"{'bbbbjj', 'bbbbjjjj', 'bbbb'}",bbbb,-,-,bbbb,"['bbbb', 'bbbbjjjj', 'bbbbjj']",-,-,"['bbbb', 'bbbbjjjj', 'bbbbjj']"
U D_3 D_3,"['l', 'nu']",{'bbbbjjll'},{'bbbbjjlE'},{'bbbbjjE'},"{'bbbbjjll', 'bbbbjjE', 'bbbbjjlE'}",lljjbbbb,ljjEbbbb,jjEbbbb,jjbbbb,['bbbbjjll'],['bbbbjjlE'],['bbbbjjE'],"['bbbbjjE', 'bbbbjjll', 'bbbbjjlE']"
U D_3 D_3,['e'],{'bbbbjjll'},-,-,{'bbbbjjll'},lljjbbbb,-,-,lljjbbbb,['bbbbjjll'],-,-,['bbbbjjll']
U D_3 D_3,"['b_L', 't_L']","{'ttbbbbjj', 'bbbbbbjj', 'ttttbbjj'}","{'tttbbbjj', 'tbbbbbjj'}",{'ttbbbbjj'},{'3333bbjj'},bbjj,bbbjjt,bbbbjjtt,bbjj,"['ttbbbbjj', 'bbbbbbjj', 'ttttbbjj']","['tttbbbjj', 'bbtbbbjj']",['ttbbbbjj'],['3333bbjj']
U D_3 D_3,['t'],{'ttbbbbjj'},-,-,{'ttbbbbjj'},bbbbjjtt,-,-,bbbbjjtt,['ttbbbbjj'],-,-,['ttbbbbjj']
U D_3 D_3,['b'],"{'bbjj', 'bbbbbbjj', 'bbbbjj'}",-,-,"{'bbjj', 'bbbbbbjj', 'bbbbjj'}",jjbb,-,-,jjbb,"['bbjj', 'bbbbbbjj', 'bbbbjj']",-,-,"['bbjj', 'bbbbbbjj', 'bbbbjj']"
U D_3 D_3,"['tau_L', 'nu_tau']",{'bbbbjjTT'},{'bbbbjjTE'},{'bbbbjjE'},"{'bbbbjjTT', 'bbbbjjE', 'bbbbjjTE'}",jjbbbbTT,jjEbbbbT,jjEbbbb,jjbbbb,['bbbbjjTT'],['bbbbjjTE'],['bbbbjjE'],"['bbbbjjE', 'bbbbjjTT', 'bbbbjjTE']"
U D_3 D_3,['tau'],{'bbbbjjTT'},-,-,{'bbbbjjTT'},jjbbbbTT,-,-,jjbbbbTT,['bbbbjjTT'],-,-,['bbbbjjTT']
U_3 D D,['B'],{'ttjjjj'},-,-,{'ttjjjj'},jjjjtt,-,-,jjjjtt,['ttjjjj'],-,-,['ttjjjj']
U_3 D D,"['W^+', 'W^0']","{'tttbjjjjLE', 'ttjjjjLLE', 'ttttbbjjjj', 'v3tjjjjjj', 'vvv3tjjjj', 'vvttjjjjLE', 'ttjjjjjjLE', 'vvvvttjjjj', 'tttbjjjjjj', 'ttjjjjjjjj', 'v3tjjjjLE', 'vvtttbjjjj', 'vv33jjjj', 'v3ttbjjjj', 'vvttjjjjjj'}","{'ttjjjjLLLE', 'ttbbjjjjLE', 'vv33ttjjjj', 'vvttjjjjE', 'vvttjjjjjj', 'v3tjjjjjj', 'vvttjjjjLE', 'vvvvttjjjj', 'vvttjjjjTT', 'vv33jjjj', '33ttjjjjjj', 'tttbjjjjE', 'ttjjjjjjE', 'vvv3tjjjj', 'ttjjjjjjLE', 'tttbjjjjll', 'tttbbbjjjj', 'ttjjjjjjjj', 'ttjjjjLE', 'ttttjjjjLE', 'v333tjjjj', 'v3tjjjjll', 'vvttjjjjll', 'v3tjjjjTT', 'v3tjjjjE', 'v3tjjjjLE', 'ttjjjjjjTT', 'ttjjjjjjll', 'tttttbjjjj', 'tttbjjjjTT'}","{'ttbbjjjjjj', 'vvttjjjjE', 'vvttjjjjjj', 'ttttbbjjjj', 'v3tjjjjjj', 'ttjjjjTTll', 'ttbbjjjjll', 'ttttjjjjjj', 'vvvvttjjjj', 'vvttjjjjTT', 'ttjjjjllll', 'ttjjjjllE', 'vv33jjjj', 'ttbbbbjjjj', 'vvttttjjjj', 'ttjjjjjjE', 'ttttjjjjll', 'vvv3tjjjj', 'ttjjjjTTE', 'ttjjjjjjjj', 'v333tjjjj', 'v3tjjjjll', 'ttbbjjjjE', 'vvttjjjjll', 'ttjjjjTTTT', 'ttttttjjjj', 'ttttjjjjTT', 'v3tjjjjTT', 'ttjjjjE', 'v3tjjjjE', 'ttbbjjjjTT', 'vvttbbjjjj', 'ttttjjjjE', 'ttjjjjjjTT', 'ttjjjjjjll'}","{'ttjjjjLLLE', 'vv33ttjjjj', '33ttjjjjTT', 'vvttjjjjE', 'vvttjjjjjj', 'v3tjjjjjj', 'ttjjjjTTll', 'vvttjjjjLE', 'vvvvttjjjj', '33ttjjjjll', 'vvttjjjjTT', 'ttjjjjllll', '33ttjjjjLE', 'vv33jjjj', '33ttjjjjjj', '3333ttjjjj', 'ttjjjjLLE', 'ttjjjjjjE', 'vvv3tjjjj', 'ttjjjjjjLE', 'ttjjjjjjjj', 'ttjjjjLE', 'v3tjjjjll', 'v333tjjjj', 'vvttjjjjll', 'ttjjjjTTTT', '33ttjjjjE', 'v3tjjjjTT', 'ttjjjjE', 'v3tjjjjE', 'v3tjjjjLE', 'ttjjjjjjTT', 'ttjjjjjjll'}",jjjj,jjjj,jjjj,jjjj,"['jjv3tjjjj', 'tbv3tjjjj', 'ttbbttjjjj', 'tbjjttjjjj', 'jjjjttjjjj', 'vv33jjjj', 'vvttjjjjLE', 'vvv3tjjjj', 'tbttjjjjLE', 'jjttjjjjLE', 'ttjjjjLLE', 'vvvvttjjjj', 'tbvvttjjjj', 'jjvvttjjjj', 'v3tjjjjLE']","['tbttjjjjE', 'jjttjjjjE', '(JJ)v3tjjjj', '(JJ)vvttjjjj', 'tbllttjjjj', 'jjTTttjjjj', 'jjllttjjjj', 'tbTTttjjjj', '33jjttjjjj', 'tbbbttjjjj', 'jjjjttjjjj', 'tttbttjjjj', 'vv33jjjj', 'vvttjjjjLE', 'vvv3tjjjj', '(LL)v3tjjjj', '(JJ)ttjjjjLE', 'ttjjjjLE', 'v3tjjjjE', '(LL)vvttjjjj', 'vvvvttjjjj', 'vvttjjjjE', 'v3tjjjjLE', 'ttjjjjLLLE']","['ttjjjjE', '(JJ)ttjjjjE', '(JJ)v3tjjjj', '(JJ)vvttjjjj', 'bbllttjjjj', 'ttllttjjjj', 'ttTTttjjjj', 'bbTTttjjjj', 'jjTTttjjjj', 'jjllttjjjj', 'bbjjttjjjj', 'ttbbttjjjj', 'ttjjttjjjj', 'bbbbttjjjj', 'jjjjttjjjj', 'ttttttjjjj', 'vv33jjjj', 'vvv3tjjjj', '(LL)ttjjjjE', '(LL)v3tjjjj', 'v3tjjjjE', '(LL)vvttjjjj', 'vvvvttjjjj', 'TTllttjjjj', 'llllttjjjj', 'TTTTttjjjj', 'vvttjjjjE']","['ttjjjjE', 'TTllttjjjj', 'llllttjjjj', 'TTTTttjjjj', '(JJ)v3tjjjj', '33jjttjjjj', '3333ttjjjj', 'jjjjttjjjj', 'vvvvttjjjj', 'v3tjjjjLE', '33TTttjjjj', '33llttjjjj', 'jjTTttjjjj', 'jjllttjjjj', '(LL)v3tjjjj', '(JJ)ttjjjjLE', 'ttjjjjLLE', '(LL)vvttjjjj', 'ttjjjjLLLE', '(JJ)ttjjjjE', 'vv33jjjj', 'vvttjjjjLE', 'vvv3tjjjj', 'v3tjjjjE', '(JJ)vvttjjjj', 'vvttjjjjE', 'ttjjjjLE']"
U_3 D D,['G'],{'ttjjjj'},-,-,{'ttjjjj'},jjjjtt,-,-,jjjjtt,['ttjjjj'],-,-,['ttjjjj']
U_3 D D,"['H^+', 'H^0']","{'bbjjjj', 'vtbjjjj', 'vvttjjjj'}","{'tbjjjj', 'v3tjjjj', 'vvttjjjj'}","{'vttjjjj', 'ttjjjj', 'vvttjjjj'}","{'v3tjjjj', '33jjjj', 'vvttjjjj'}",jjjj,jjjjt,jjjjtt,jjjj,"['vtbjjjj', 'bbjjjj', 'vvttjjjj']","['v3tjjjj', 'tbjjjj', 'vvttjjjj']","['vttjjjj', 'ttjjjj', 'vvttjjjj']","['v3tjjjj', '33jjjj', 'vvttjjjj']"
U_3 D D,['q'],{'ttjjjjjj'},-,-,{'ttjjjjjj'},jjjjjjtt,-,-,jjjjjjtt,['ttjjjjjj'],-,-,['ttjjjjjj']
U_3 D D,['d'],"{'ttjjjjjj', 'ttjj', 'ttjjjj'}",-,-,"{'ttjjjjjj', 'ttjj', 'ttjjjj'}",jjtt,-,-,jjtt,"['ttjj', 'ttjjjjjj', 'ttjjjj']",-,-,"['ttjj', 'ttjjjjjj', 'ttjjjj']"
U_3 D D,['u'],{'ttjjjjjj'},-,-,{'ttjjjjjj'},jjjjjjtt,-,-,jjjjjjtt,['ttjjjjjj'],-,-,['ttjjjjjj']
U_3 D D,"['l', 'nu']",{'ttjjjjll'},{'ttjjjjlE'},{'ttjjjjE'},"{'ttjjjjll', 'ttjjjjlE', 'ttjjjjE'}",lljjjjtt,ljjjjEtt,jjjjEtt,jjjjtt,['ttjjjjll'],['ttjjjjlE'],['ttjjjjE'],"['ttjjjjE', 'ttjjjjll', 'ttjjjjlE']"
U_3 D D,['e'],{'ttjjjjll'},-,-,{'ttjjjjll'},lljjjjtt,-,-,lljjjjtt,['ttjjjjll'],-,-,['ttjjjjll']
U_3 D D,"['b_L', 't_L']",{'ttbbjjjj'},"{'tbbbjjjj', 'tttbjjjj'}","{'ttbbjjjj', 'bbbbjjjj', 'ttttjjjj'}",{'3333jjjj'},bbjjjjtt,bjjjjt,jjjj,jjjj,['ttbbjjjj'],"['bbtbjjjj', 'tttbjjjj']","['ttbbjjjj', 'bbbbjjjj', 'ttttjjjj']",['3333jjjj']
U_3 D D,['t'],"{'jjjj', 'ttjjjj', 'ttttjjjj'}",-,-,"{'jjjj', 'ttjjjj', 'ttttjjjj'}",jjjj,-,-,jjjj,"['jjjj', 'ttttjjjj', 'ttjjjj']",-,-,"['jjjj', 'ttttjjjj', 'ttjjjj']"
U_3 D D,['b'],{'ttbbjjjj'},-,-,{'ttbbjjjj'},bbjjjjtt,-,-,bbjjjjtt,['ttbbjjjj'],-,-,['ttbbjjjj']
U_3 D D,"['tau_L', 'nu_tau']",{'ttjjjjTT'},{'ttjjjjTE'},{'ttjjjjE'},"{'ttjjjjTE', 'ttjjjjE', 'ttjjjjTT'}",jjjjttTT,jjjjEttT,jjjjEtt,jjjjtt,['ttjjjjTT'],['ttjjjjTE'],['ttjjjjE'],"['ttjjjjE', 'ttjjjjTT', 'ttjjjjTE']"
U_3 D D,['tau'],{'ttjjjjTT'},-,-,{'ttjjjjTT'},jjjjttTT,-,-,jjjjttTT,['ttjjjjTT'],-,-,['ttjjjjTT']
U_3 D_3 D,['B'],{'ttbbjj'},-,-,{'ttbbjj'},bbjjtt,-,-,bbjjtt,['ttbbjj'],-,-,['ttbbjj']
